Title,Authors,Year,DOI,PubMed IDs,Full Authors
Linking PharmGKB to phenotype studies and animal models of disease for drug repurposing.,"Robert Hoehndorf, Anika Oellrich, Dietrich Rebholz-Schuhmann, Paul Schofield, and Georgios V. Gkoutos ",2012,10.1142/9789814366496_0038,22174294,"{14319077100: 'Robert Hoehndorf', 36468828700: 'Anika Oellrich', 6507852707: 'Dietrich Rebholz-Schuhmann', 57203081335: 'Paul N. Schofield', 6603260099: 'Georgios V. Gkoutos'}"
Integrating VA's NDF-RT drug terminology with PharmGKB: preliminary results.,"Jyotishman Pathak, Laura C. Weiss, Matthew J. Durski, Qian Zhu, Robert R. Freimuth, and Christopher G. Chute",2012,10.1142/9789814366496_0039,22174295,"{8843296000: 'Jyotishman Pathak', 55980916900: 'Laura C. Weiss', 55509697800: 'Matthew J. Durski', 35520461100: 'Qian Zhu', 6603368370: 'Robert R. Freimuth', 7006581202: 'Christopher G. Chute'}"
Discovery and explanation of drug-drug interactions via text mining.,"Bethany Percha, Yael Garten, and Russ B. Altman",2012,10.1142/9789814366496_0040,22174296,"{9841093300: 'Bethany L. Percha', 25645656100: 'Yael Garten', 7202798518: 'Russ B. Altman'}"
Ranking gene-drug relationships in biomedical literature using Latent Dirichlet Allocation.,"Yonghui Wu, Mei Liu, W. Jim Zheng, Zhongming Zhao, and Hua Xu",2012,10.1142/9789814366496_0041,22174297,"{55645924700: 'Yonghui Wu', 56337948100: 'Mei Liu', 18036326600: 'Wenjin Jim Zheng', 7404147874: 'Zhongming Ming Zhao', 55493876700: 'Hua Xu'}"
Evaluation of analytical methods for connectivity map data.,"Jie Cheng, Qing Xie, Vinod Kumar, Mark Hurle, Johannes M. Freudenberg, Lun Yang, Pankaj Agarwal ",2013,10.1142/9789814447973_0002,23424107,"{57205084883: 'Jie Cheng', 37053099500: 'Qing Xie', 57212901316: 'Vinod D. Kumar', 7003271477: 'Mark R. Hurle', 9741263300: 'Johannes M. Freudenberg', 55784917800: 'Lun Yang', 55574190709: 'Pankaj Agarwal'}"
"Predictive systems biology approach to broad-spectrum, host-directed drug target discovery in infectious diseases.","Ramon M. Felciano, Sina Bavari, Daniel R. Richards, Jean-Noel Billaud, Travis Warren, Rekha Panchal, Andreas Kraemer",2013,10.1142/9789814447973_0003,23424108,"{6603497714: 'Ramon M. Felciano', 7003364755: 'Sina Bavari', 57184299900: 'Daniel R. Richardst', 57214484506: 'Jean Noël Billaud', 7102955912: 'Travis K. Warren', 6603807144: 'Rekha G. Panchal', 56646722400: 'Andreas Krämer'}"
A novel multi-modal drug repurposing approach for identification of potent ACK1 inhibitors.,"Sharangdhar S. Phatak, Shuxing Zhang",2013,10.1142/9789814447973_0004,23424109,"{26030562000: 'Sharangdhar S. Phatak', 13204275400: 'Shuxing Zhang'}"
Protein-chemical interaction prediction via kernelized sparse learning SVM.,"Yi Shi, Xinhua Zhang, Xiaoping Liao, Guohui Lin, Dale Schuurmans",2013,10.1142/9789814447973_0005,23424110,"{57205584470: 'Yi Shi', 37121279100: 'Xinhua Zhang', 58342553500: 'Xiaoping Liao', 7401699810: 'Guohui Lin', 57204335408: 'Dale Schuurmans'}"
Drug target predictions based on heterogeneous graph inference.,"Wenhui Wang, Sen Yang, Jing Li",2013,10.1142/9789814447973_0006,23424111,"{55542858300: 'Wenhui Wang', 55979579100: 'Sen Yang', 19034841800: 'Jing Li'}"
A powerful statistical method for identifying differentially methylated markers in complex diseases.,"Surin Ahn, Tao Wang",2013,10.1142/9789814447973_0008,23424113,"{57203146162: 'Surin Ahn', 15126422800: 'Tao Wang'}"
Using DNase digestion data to accurately identify transcription factor binding sites.,"Kaixuan Luo, Alexander J. Hartemink",2013,10.1142/9789814447973_0009,23424114,"{57203503562: 'Kaixuan Luo', 7003293117: 'Alexander J. Hartemink'}"
Epigenomic model of cardiac enhancers with application to genome wide association studies.,"Avinash Das Sahu, Radhouane Aniba, Yen-Pei Christy Chang, Sridhar Hannenhalli",2013,10.1142/9789814447973_0010,23424115,"{55657227500: 'Avinash Das Sahu', 55979860800: 'Radhouane Aniba', 8158751700: 'Yen Pei Christy Chang', 6603889650: 'Sridhar S. Hannenhalli'}"
From uncertain protein interaction networks to signaling pathways through intensive color coding.,"Haitham Gabr, Alin Dobra, Tamer Kahveci",2013,10.1142/9789814447973_0012,23424117,"{55936609600: 'Haitham Gabr', 10739776200: 'Alin Dobra', 6602549479: 'Tamer Kahveci'}"
Identifying master regulators of cancer and their downstream targets by integrating genomic and epigenomic features.,"Olivier Gevaert, Sylvia Plevritis",2013,10.1142/9789814447973_0013,23424118,"{23003890000: 'A. Olivier Gevaert', 6603586281: 'Sylvia Katina Plevritis'}"
Module cover - a new approach to genotype-phenotype studies.,"Yoo-Ah Kim, Raheleh Salari, Stefan Wuchty, Teresa M. Przytycka",2013,10.1142/9789814447973_0014,23424119,"{55683501400: 'Yooah Kim', 18134763800: 'Raheleh Salari', 6602576457: 'Stefan Wuchty', 6603727550: 'Teresa M. Przytycka'}"
"Next-generation analysis of cataracts: determining knowledge driven gene-gene interactions using Biofilter, and gene-environment interactions using the PhenX Toolkit.","Sarah A. Pendergrass, Shefali S. Verma, Emily R. Holzinger, Carrie B. Moore, John Wallace, Scott M. Dudek, Wayne Huggins, Terrie Kitchner, Carol Waudby, Richard Berg, Catherine A. McCarty, Marylyn D. Ritchie",2013,10.1142/9789814447973_0015,23424120,"{55571430100: 'Sarah A. Pendergrass', 56386609500: 'Shefali Setia Verma', 56320585000: 'Molly A. Hall', 57200270098: 'Emily Rose Holzinger', 55910051700: 'Carrie B. Moore', 55153582000: 'John Robert Wallace', 7006790540: 'Scott M. Dudek', 9244139200: 'Wayne Huggins', 22980601200: 'Terrie E. Kitchner', 54390430600: 'Carol J. Waudby', 7402880130: 'Richard L. Berg', 56418949400: 'Catherine A. McCarty', 7102927061: 'Marylyn D. Ritchie'}"
Interpreting personal transcriptomes: personalized mechanism-scale profiling of RNA-seq data.,"Alan Perez-Rathke, Haiquan Li, Yves A. Lussier",2013,10.1142/9789814447973_0016,23424121,"{52264466900: 'Alan Perez-Rathke', 55001719600: 'Haiquan Li', 7004101223: 'Yves A. Lussier'}"
AMP: Assembly Matching Pursuit.,"Surojit Biswas, Vladimir Jojic",2013,10.1142/9789814447973_0018,23424123,"{7402251559: 'Surojit Biswas', 8976094300: 'Vladimir Jojic'}"
Characterization of the Metabochip in diverse populations from the International HapMap Project in the Epidemiologic Architecture for Genes Linked to Environment (EAGLE) project.,"Samuel Coulbourn Flores, Georgeta Zemora, Christina Waldsich",2013,10.1142/9789814447973_0019,23424124,"{7403085570: 'Dana C. Crawford', 35483837800: 'Robert J. Goodloe', 35363709800: 'Kristin D. Brown-Gentry', 15847137200: 'Sarah Wilson', 58374585900: 'Jamie Roberson', 6603890065: 'Niloufar B. Gillani', 7102927061: 'Marylyn D. Ritchie', 14047756900: 'Holli Hutcheson Dilks', 8724084200: 'William S. Bush'}"
Insights into diseases of human telomerase from dynamical modeling.,"Samuel Coulbourn Flores, Georgeta Zemora, Christina Waldsich",2013,10.1142/9789814447973_0020,23424125,"{7005423829: 'Samuel Coulbourn Flores', 23987284100: 'Georgeta Zemora', 6505874971: 'Christina Waldsich'}"
Spectral clustering strategies for heterogeneous disease expression data.,"Grace T. Huang, Kathryn I. Cunningham, Panayiotis V. Benos, Chakra S. Chennubhotla",2013,10.1142/9789814447973_0021,23424126,"{17934867200: 'Grace Tzu Wei Huang', 54792670200: 'Kathryn I. Cunningham', 7003299594: 'Panayiotis V. Benos', 9237893300: 'Chakra S. Chennubhotla'}"
Systematic identification of risk factors for Alzheimer's disease through shared genetic architecture and electronic medical records.,"Li Li, David Ruau, Rong Chen, Susan Weber, Atul J. Butte",2013,10.1142/9789814447973_0022,23424127,"{56370080000: 'Li Li', 56592748600: 'David J. Ruau', 57188838762: 'Rong Chen', 23973881900: 'Susan C. Weber', 7003333396: 'Atul Janardhan Butte'}"
Inferring optimal species trees under gene duplication and loss.,"M.S. Bayzid, Siavash Mirarab, Tandy Warnow",2013,10.1142/9789814447973_0025,23424130,"{24779659900: 'Md Shamsuzzoha Bayzid', 22235131200: 'Siavash Mirarab', 55109110400: 'Tandy J. Warnow'}"
Evaluating variations on the STAR algorithm for relative efficiency and sample sizes needed to reconstruct species trees.,James H. Degnan,2013,10.1142/9789814447973_0026,23424131,{7006451697: 'James H. Degnan'}
The behavior of admixed populations in neighbor-joining inference of population trees.,"Naama M. Kopelman, Lewi Stone, Olivier Gascuel, Noah A. Rosenberg",2013,10.1142/9789814447973_0027,23424132,"{8592725100: 'Naama Meira Kopelman', 7201963850: 'Lewi Stone', 7003870805: 'Olivier Gascuel', 7203035546: 'Noah A. Rosenberg'}"
Maximum likelihood phylogenetic reconstruction from high-resolution whole-genome data and a tree of 68 eukaryotes.,"Yu Lin, Fei Hu, Jijun Tang, Bernard M.E. Moret",2013,10.1142/9789814447973_0028,23424133,"{27267785000: 'Yu Lin', 37013380300: 'Fei Hu', 8948124600: 'Jijun Tang', 24352852800: 'Bernard M.E. Moret'}"
An analytical comparison of multilocus methods under the multispecies coalescent: the three-taxon case.,Sebastien Roch,2013,10.1142/9789814447973_0029,23424134,{11440887900: 'Sébastien Roch'}
LSHPlace: fast phylogenetic placement using locality-sensitive hashing.,"Daniel G. Brown, Jakub Truszkowski",2013,10.1142/9789814447973_0031,23424136,"{55738804200: 'Daniel G. Brown', 25927629400: 'Jakub M. Truszkowski'}"
ChIPModule: systematic discovery of transcription factors and their cofactors from ChIP-seq data.,"Jun Ding, Xiaohui Cai, Ying Wang, Haiyan Hu, Xiaoman Li",2013,10.1142/9789814447973_0032,23424137,"{55257080800: 'Jun Ding', 59060173800: 'Xiaohui Cai', 57221506472: 'Ying Wang', 55740746500: 'Haiyan Hu', 35317717900: 'Xiaoman Li'}"
Using BioBin to explore rare variant population stratification.,"Carrie B. Moore, John R. Wallace, Alex T. Frase, Sarah A. Pendergrass, Marylyn D. Ritchie",2013,10.1142/9789814447973_0033,23424138,"{55910051700: 'Carrie B. Moore', 55153582000: 'John Robert Wallace', 55152969900: 'Alex Thomas Frase', 55571430100: 'Sarah A. Pendergrass', 7102927061: 'Marylyn D. Ritchie'}"
Detecting highly differentiated copy-number variants from pooled population sequencing.,"Daniel R. Schrider, David J. Begun, Matthew W. Hahn",2013,10.1142/9789814447973_0034,23424139,"{26322784200: 'Daniel R. Schrider', 7005466340: 'David J. Begun', 7201578309: 'Matthew W. Hahn'}"
MetaSeq: privacy preserving meta-analysis of sequencing-based association studies.,"Angad Pal Singh, Samreen Zafer, Itsik Pe'er",2013,10.1142/9789814447973_0035,23424140,"{57202898199: 'Angad Pal Singh', 55980175600: 'Samreen Zafer', 6701594188: ""Itsik Pe'Er""}"
Enabling high-throughput genotype-phenotype associations in the Epidemiologic Architecture for Genes Linked to Environment (EAGLE) project as part of the Population Architecture using Genomics and Epidemiology (PAGE) study.,"William S. Bush, Jonathan Boston, Sarah A. Pendergrass, Logan Dumitrescu, Robert Goodloe, Kristin Brown-Gentry, Sarah Wilson, Bob McClellan Jr., Eric Torstenson, Melissa A. Basford, Kylee L. Spencer, Marylyn D. Ritchie, Dana C. Crawford",2013,10.1142/9789814447973_0037,23424142,"{8724084200: 'William S. Bush', 55644761600: 'Jonathan Boston', 55571430100: 'Sarah A. Pendergrass', 36767088000: 'Logan C. Dumitrescu', 35483837800: 'Robert J. Goodloe', 35363709800: 'Kristin D. Brown-Gentry', 15847137200: 'Sarah Wilson', 55914372900: 'Bob E. McClellan', 57207907589: 'Eric S. Torstenson', 24604971800: 'Melissa A. Basford', 8400743900: 'Kylee L. Spencer', 7102927061: 'Marylyn D. Ritchie', 7403085570: 'Dana C. Crawford'}"
ATHENA: a tool for meta-dimensional analysis applied to genotypes and gene expression data to predict HDL cholesterol levels.,"Emily R Holzinger, Scott M. Dudek, Alex T. Frase, Ronald M. Krauss, Marisa W. Medina, Marylyn D. Ritchie",2013,10.1142/9789814447973_0038,23424143,"{57200270098: 'Emily Rose Holzinger', 7006790540: 'Scott M. Dudek', 55152969900: 'Alex Thomas Frase', 7103124166: 'Ronald M. Krauss', 23985875700: 'Marisa Wong Medina', 7102927061: 'Marylyn D. Ritchie'}"
Statistical epistasis networks reduce the computational complexity of searching three-locus genetic models.,"Ting Hu, Angeline S. Andrew, Margaret R. Karagas, Jason H. Moore",2013,10.1142/9789814447973_0039,23424144,"{35240334300: 'Ting Hu', 7102640658: 'Angeline S. Andrew', 7003779589: 'Margaret Rita Karagas', 7405241093: 'Jason H. Moore'}"
Evaluation of linear classifiers on articles containing pharmacokinetic evidence of drug-drug interactions.,"Artemy Kolchinsky, Analia Lourenco, Lang Li, Luis M. Rocha",2013,10.1142/9789814447973_0040,23424145,"{36246193200: 'Artemy Kolchinsky', 7005749859: 'Anália Maria Garcia Lourenço', 35272883700: 'Lang Li', 7102199516: 'Luis Mateus Rocha'}"
Incorporating expert terminology and disease risk factors into consumer health vocabularies.,"Michael Seedorff, Kevin J. Peterson, Laurie A. Nelsen, Cristian Cocos, Jennifer B. McCormick, Christopher G. Chute, Jyotishman Pathak",2013,10.1142/9789814447973_0041,23424146,"{55979423400: 'Michael Seedorff', 55439369000: 'Kevin Jerrold Peterson', 55980194000: 'Laurie A. Nelsen', 57188971982: 'Cristian Cocos', 26024293900: 'Jennifer Blair McCormick', 7006581202: 'Christopher G. Chute', 8843296000: 'Jyotishman Pathak'}"
Detection of protein catalytic sites in the biomedical literature.,"Karin Verspoor, Andrew MacKinlay, Judith D. Cohn, Michael E. Wall",2013,10.1142/9789814447973_0042,23424147,"{12772581800: 'Karin M. Verspoor', 35559028000: 'Andrew D. MacKinlay', 12773828500: 'Judith D. Cohn', 7202347123: 'Michael E. Wall'}"
Tumor haplotype assembly algorithms for cancer genomics.,"Derek Aguiar, Wendy S.W. Wong, Sorin Istrail",2014,10.1142/9789814583220_0002,24297529,"{36717260400: 'Derek Aguiar', 57077490000: 'Wendy S.W. Wong', 57204344462: 'Sorin C. Istrail'}"
Extracting significant sample-specific cancer mutations using their protein interactions.,Liviu Badea,2014,10.1142/9789814583220_0003,24297530,{55894694600: 'Liviu Badea'}
"The Stream algorithm: computationally efficient ridge-regression via Bayesian model averaging, and applications to pharmacogenomic prediction of cancer cell line sensitivity.","Elias Chaibub Neto, In Sock Jang, Stephen H. Friend, Adam A. Margolin",2014,10.1142/9789814583220_0004,24297531,"{24067604300: 'Elias Chaibub Neto', 55989438800: 'Insock Jang', 7007092262: 'Stephen H. Friend', 9334737300: 'Adam A. Margolin'}"
Sharing information to reconstruct patient-specific pathways in heterogeneous diseases.,"Anthony Gitter, Alfredo Braunstein, Andrea Pagnani, Carlo Baldassi, Christian Borgs, Jennifer Chayes, Riccardo Zecchina, Ernest Fraenkel",2014,10.1142/9789814583220_0005,24297532,"{27867713200: 'Anthony Gitter', 23994845500: 'Alfredo Braunstein', 55853545500: 'Andrea Pagnani', 18036782900: 'Carlo Baldassi', 7003554703: 'Christian Borgs', 6701746296: 'Jennifer T. Chayes', 57192408913: 'Riccardo Zecchina', 57216324775: 'Ernest Fraenkel'}"
Detecting statistical interaction between somatic mutational events and germline variation from next-generation sequence data.,"Hao Hu, Chad D. Huff",2014,10.1142/9789814583220_0006,24297533,"{55740773400: 'Hao Hu', 16177140000: 'Chad D. Huff'}"
Systematic assessment of analytical methods for drug sensitivity prediction from cancer cell line data.,"In Sock Jang, Elias Chaibub Neto, Justin Guinney, Stephen H. Friend, Adam A. Margolin",2014,10.1142/9789814583220_0007,24297534,"{55989438800: 'Insock Jang', 24067604300: 'Elias Chaibub Neto', 57209788542: 'Justin H. Guinney', 7007092262: 'Stephen H. Friend', 9334737300: 'Adam A. Margolin'}"
Integrative analysis of two cell lines derived from a non-small-lung cancer patient--a panomics approach.,"Oleg Mayba, Florian Gnad, Michael Peyton, Fan Zhang, Kimberly Walter, Pan Du, Melanie A. Huntley, Zhaoshi Jiang, Jinfeng Liu, Peter M. Haverty, Robert C. Gentleman, Ruiqiang Li, John D. Minna, Yingrui Li, David S. Shames, Zemin Zhang",2014,10.1142/9789814583220_0008,24297535,"{36170521100: 'Oleg S. Mayba', 23488550300: 'Florian Gnad', 7004081053: 'Michael J. Peyton', 57219037462: 'Fan Zhang', 57193354326: 'Kimberly M. Walter', 57195146958: 'Pan Du', 7004836856: 'Melanie A. Huntley', 7404280187: 'Zhaoshi Jiang', 56320936400: 'Jinfeng Liu', 7202101726: 'Matthias Haverty Peter', 57202732201: 'Robert C. Gentleman', 34975581600: 'Ruiqiang Li', 35380041500: 'John D. Minna', 57194533949: 'Yingrui Li', 34573130000: 'David S. Shames', 8076529200: 'Zeming Zhang'}"
An integrated approach to blood-based cancer diagnosis and biomarker discovery.,"Martin Renqiang Min, Salim Chowdhury, Yanjun Qi, Alex Stewart, Rachel Ostroff",2014,10.1142/9789814583220_0009,24297536,"{56320769800: 'Martin Renqiang Min', 36679790300: 'Salim Akhter Chowdhury', 8324721600: 'Yanjun Qi', 59035057300: 'Alex Stewart', 35609105700: 'Rachel M. Ostroff'}"
Multiplex meta-analysis of medulloblastoma expression studies with external controls.,"Alexander A. Morgan, Matthew D. Li, Achal S. Achrol, Purvesh J. Khatri, Samuel H. Cheshier",2014,10.1142/9789814583220_0010,24297537,"{35794613500: 'Alexander A. Morgan', 6506556674: 'Achal Singh Achrol', 55444904200: 'Matthew D. Li', 7004042184: 'Purvesh J. Khatri', 6602216396: 'Samuel Henry Cheshier'}"
Challenges in secondary analysis of high throughput screening data.,"Aurora S. Blucher, Shannon K. McWeeney",2014,10.1142/9789814583220_0012,24297539,"{56320512900: 'Aurora S. Blucher', 6603500126: 'Shannon K. McWeeney'}"
Drug Intervention Response Predictions with PARADIGM (DIRPP) identifies drug resistant cancer cell lines and pathway mechanisms of resistance.,"Douglas Brubaker, Analisa Difeo, Yanwen Chen, Taylor Pearl, Kaide Zhai, Gurkan Bebek, Mark Chance, Jill Barnholtz-Sloan",2014,10.1142/9789814583220_0013,24297540,"{56320760800: 'Douglas K. Brubaker', 57204578104: 'Analisa Difeo', 54942598100: 'Yanwen Chen', 56320791900: 'Taylor M. Pearl', 56320176000: 'Kaide Zhai', 23033450500: 'Gürkan Bebek', 7102769823: 'Mark R. Chance', 7005410780: 'Jill S. Barnholtz-Sloan'}"
Anti-infectious drug repurposing using an integrated chemical genomics and structural systems biology approach.,"Clara Ng, Ruth Hauptman, Yinliang Zhang, Philip E. Bourne, Lei Xie",2014,10.1142/9789814583220_0014,24297541,"{56320821700: 'Clara Ng', 56320364500: 'Ruth Hauptman', 56080515900: 'Yinliang Zhang', 35458582500: 'Philip E. Bourne', 57198836096: 'Lei Xie'}"
"Drug-target interaction prediction by integrating chemical, genomic, functional and pharmacological data.","Fan Yang, Jinbo Xu, Jianyang Zeng",2014,10.1142/9789814583220_0015,24297542,"{57170839300: 'Fan Yangt', 57203521425: 'Jinbo Xu', 33468010200: 'Jianyang Zeng'}"
Prediction of off-target drug effects through data fusion.,"Emmanuel R. Yera, Ann E. Cleves, Ajay N. Jain",2014,10.1142/9789814583220_0016,24297543,"{15623912000: 'Emmanuel R. Yera', 57191448261: 'Ann E. Cleves', 7404463062: 'Ajay N. Jain'}"
Exploring the pharmacogenomics knowledge base (PharmGKB) for repositioning breast cancer drugs by leveraging Web ontology language (OWL) and cheminformatics approaches.,"Qian Zhu, Cui Tao, Feichen Shen, Christopher Chute",2014,10.1142/9789814583220_0017,24297544,"{35520461100: 'Qian Zhu', 8245410000: 'Cui Tao', 55813011500: 'Feichen Shen', 7006581202: 'Christopher G. Chute'}"
Using the bipartite human phenotype network to reveal pleiotropy and epistasis beyond the gene.,"Christian Darabos, Samantha H. Harmon, Jason H. Moore",2014,10.1142/9789814583220_0019,24297546,"{15041595200: 'Christian Darabos', 56320584500: 'Samantha H. Harmon', 7405241093: 'Jason H. Moore'}"
Environment-wide association study (EWAS) for type 2 diabetes in the Marshfield Personalized Medicine Research Project Biobank.,"Vivek M. Philip, Anna L. Tyler, Gregory W. Carter",2014,10.1142/9789814583220_0020,24297547,"{56320585000: 'Molly A. Hall', 7006790540: 'Scott M. Dudek', 35483837800: 'Robert J. Goodloe', 7403085570: 'Dana C. Crawford', 55571430100: 'Sarah A. Pendergrass', 16043391700: 'Peggy L. Peissig', 7005113362: 'Murray H. Brilliant', 56418949400: 'Catherine A. McCarty', 7102927061: 'Marylyn D. Ritchie'}"
Dissection of complex gene expression using the combined analysis of pleiotropy and epistasis.,"Vivek M. Philip, Anna L. Tyler, Gregory W. Carter",2014,10.1142/9789814583220_0021,24297548,"{18042409300: 'Vivek M. Philip', 24559256000: 'Anna L. Tyler', 35728177100: 'Gregory W. Carter'}"
PATH-SCAN: a reporting tool for identifying clinically actionable variants.,"Roxana Daneshjou, Zachary Zappala, Kim Kukurba, Sean M Boyle, Kelly E Ormond, Teri E Klein, Michael Snyder, Carlos D Bustamante, Russ B Altman, Stephen B Montgomery",2014,10.1142/9789814583220_0023,24297550,"{41261080700: 'Roxana Daneshjou', 23479043500: 'Zachary Zappala', 55338546500: 'Kimberly R. Kukurba', 56320489900: 'Sean Michael Boyle', 58331210900: 'Kelly E. Ormond', 7202313665: 'Teri E. Klein', 57202452790: 'Michael Paul Snyder', 35228607000: 'Carlos Daniel Bustamante', 7202798518: 'Russ B. Altman', 57209550015: 'Stephen B. Montgomery'}"
Imputation-based assessment of next generation rare exome variant arrays.,"Alicia R. Martin, Gerard Tse, Carlos D. Bustamante, Eimear E. Kenny",2014,10.1142/9789814583220_0024,24297551,"{56090863600: 'Alicia R. Martin', 56320581900: 'Gerard Tse', 35228607000: 'Carlos Daniel Bustamante', 57202315133: 'Eimear E. Kenny'}"
Utilization of an EMR-biorepository to identify the genetic predictors of calcineurin-inhibitor toxicity in heart transplant recipients.,"Matthew Oetjens, William S. Bush, Kelly A. Birdwell, Holli H. Dilks, Erica A. Bowton, Joshua C. Denny, Russell A. Wilke, Dan M. Roden, Dana C. Crawford",2014,10.1142/9789814583220_0025,24297552,"{25936627400: 'Matthew T. Oetjens', 8724084200: 'William S. Bush', 36663538300: 'Kelly A. Birdwell', 14047756900: 'Holli Hutcheson Dilks', 14064653900: 'Erica A. Bowton', 7005252620: 'Joshua C. Denny', 57197601795: 'Russell A. Wilke', 7102884634: 'Dan M.L. Roden', 7403085570: 'Dana C. Crawford'}"
Robust reverse engineering of dynamic gene networks under sample size heterogeneity.,"Ankur P. Parikh, Wei Wu, Eric P. Xing",2014,10.1142/9789814583220_0026,24297553,"{59027926500: 'Ankur P. Parikh', 56046500300: 'Wei Wu', 57685890100: 'Eric P. Xing'}"
Variant priorization and analysis incorporating problematic regions of the genome.,"Anil Patwardhan, Michael Clark, Alex Morgan, Stephen Chervitz, Mark Pratt, Gabor Bartha, Gemma Chandratillake, Sarah Garcia, Nan Leng, Richard Chen",2014,10.1142/9789814583220_0027,24297554,"{56320765500: 'Anil Patwardhan', 56290478800: 'Michael James Clark', 35794613500: 'Alexander A. Morgan', 6603597636: 'Stephen A. Chervitz', 56320405900: 'Mark R. Pratt', 57060316400: 'Gabor Bartha', 56320634500: 'Gemma Chandratillake', 49761405700: 'Sarah T.K. Garcia', 57196838840: 'Nan Leng', 56320414800: 'Richard O. Chen'}"
Bags of words models of epitope sets: HIV viral load regression with counting grids.,"Alessandro Perina, Pietro Lovato, Nebojsa Jojic",2014,10.1142/9789814583220_0028,24297555,"{23091602800: 'Alessandro Perina', 36237049700: 'Pietro Lovato', 7003727143: 'Nebojša Jojić'}"
Joint association discovery and diagnosis of Alzheimer's disease by supervised heterogeneous multiview learning.,"Shandian Zhe, Zenglin Xu, Yuan Qi, Peng Yu",2014,10.1142/9789814583220_0029,24297556,"{36663337600: 'Shandian Zhe', 22836748000: 'Zenglin Xu', 58426355600: 'Yuan Qi', 55392450600: 'Peng Yu'}"
Vector quantization kernels for the classification of protein sequences and structures.,"Wyatt T. Clark, Predrag Radivojac",2014,10.1142/9789814583220_0031,24297558,"{14024010800: 'Wyatt Travis Clark', 6602502392: 'Predrag Radivojac'}"
Combining heterogenous data for prediction of disease related and pharmacogenes.,"Christopher S. Funk, Lawrence E. Hunter, K. Bretonnel Cohen",2014,10.1142/9789814583220_0032,24297559,"{56504015900: 'Christopher S. Funk', 57689685500: 'Lawrence E. Hunter', 8314739900: 'Kevin Bretonnel Cohen'}"
A novel profile biomarker diagnosis for mass spectral proteomics.,Henry Han,2014,10.1142/9789814583220_0033,24297560,{35329496900: 'Henry Han'}
Towards pathway curation through literature mining--a case study using PharmGKB.,"Ravikumar K.E., Kavishwar B. Wagholikar, Hongfang Liu",2014,10.1142/9789814583220_0034,24297561,"{8714658200: 'Komandur Elayavilli Ravikumar', 35786418500: 'Kavishwar Balwant Wagholikar', 7409753328: 'Hongfang Liu'}"
Sparse generalized functional linear model for predicting remission status of depression patients.,"Yashu Liu, Zhi Nie, Jiayu Zhou, Michael Farnum, Vaibhav A Narayan, Gayle Wiittenberg, Jieping Ye",2014,10.1142/9789814583220_0035,24297562,"{56095798000: 'Yashu Liu', 56320553000: 'Zhi Nie', 24785591700: 'Jiayu Zhou', 6603657841: 'Michael A. Farnum', 7004402773: 'Vaibhav A. Narayan', 56320427900: 'Gayle M. Wittenberg', 7403237682: 'Jieping Ye'}"
Development of a data-mining algorithm to identify ages at reproductive milestones in electronic medical records.,"Jennifer Malinowski, Eric Farber-Eger, Dana C. Crawford",2014,10.1142/9789814583220_0036,24297563,"{55589397900: 'Jennifer Malinowski', 55876920600: 'Eric H. Farber-Eger', 7403085570: 'Dana C. Crawford'}"
An efficient algorithm to integrate network and attribute data for gene function prediction.,"Shankar Vembu, Quaid Morris",2014,10.1142/9789814583220_0037,24297564,"{57216188081: 'Shankar Vembu', 57209459106: 'Quaid D. Morris'}"
Matrix factorization-based data fusion for gene function prediction in baker's yeast and slime mold.,"Marinka Zitnik, Blaz Zupan",2014,10.1142/9789814583220_0038,24297565,"{55176740400: 'Marinka Žitnik', 7003934784: 'Blaž Zupan'}"
A twentieth anniversary tribute to PSB.,"Darla Hewett, Michelle Whirl-Carrillo, Lawrence E. Hunter, Russ B. Altman, Teri E. Klein",2015,10.1142/9789814644730_0001,25592562,"{57190418444: 'Darla Hewett', 6506303152: 'Michelle Whirl-Carrillo', 57689685500: 'Lawrence E. Hunter', 7202798518: 'Russ B. Altman', 7202313665: 'Teri E. Klein'}"
Cell Index Database (CELLX): a web tool for cancer precision medicine.,"Keith A. Ching, Kai Wang, Zhengyan Kan, Julio Fernandez, Wenyan Zhong, Jarek Kostrowicki, Tao Xie, Zhou Zhu, Jean-Francois Martini, Maria Koehler, Kim Arndt, Paul Rejto",2015,10.1142/9789814644730_0003,25592564,"{7005739211: 'Keith A. Ching', 59046560300: 'Kai Wang', 7005868391: 'Zhengyan Kan', 56711406000: 'Julio Fernandez', 14622062900: 'Wenyan Zhong', 36787499600: 'Jarek Kostrowicki', 57189457811: 'Tao Xie', 55323111600: 'Zhou Zhu', 56305660000: 'Jean François Martini', 7102146673: 'Maria T. Koehler', 7101695368: 'Kim T. Arndt', 6701572946: 'Paul A. Rejto'}"
Comparing nonparametric Bayesian tree priors for clonal reconstruction of tumors.,"Amit G. Deshwar, Shankar Vembu, Quaid Morris",2015,10.1142/9789814644730_0004,25592565,"{55631056600: 'Amit G. Deshwar', 57216188081: 'Shankar Vembu', 57209459106: 'Quaid D. Morris'}"
